"","Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Plasmablasts","Cancer Epithelial"
"2x14",0.036087589812314,0.0819285184076498,0.019909234370956,0.00224966821452662,0.00994118914180503,0.0521837596305143,0.00386949048150976,0.769295693940176,0.0245348560005488
"14x14",0.000578256620850065,0.00153848880242668,0.000294930622451129,4.62485241201026e-05,0.000106600927245418,0.00523213490708978,0.000111726069417902,0.990722233077121,0.00136938044927799
"3x14",0.0129400547335692,0.0442068891972482,0.010839749146409,0.000706778700650093,0.00244202934290972,0.0271420402290921,0.00286289619201306,0.883309403727824,0.0155501587302847
"12x15",0.000332077348320438,0.00133603922021063,0.000382485132667806,2.804475699154e-05,7.81932849562819e-05,0.00557460543647325,7.6025826195517e-05,0.991074385122542,0.00111814387164274
"19x15",0.000907427256428866,0.00257681383703579,0.000599037205487171,9.82045196402464e-05,0.000185875805460386,0.00908289242437463,0.000143877899902966,0.985685173992475,0.00072069705919491
"21x15",0.000712249270340918,0.001334984047593,0.000160913208752759,3.53529153690002e-05,0.000131778464996057,0.00823292084142596,0.000102135142567254,0.988936426608471,0.000353239500484131
"22x15",2.45190774916566e-05,0.00028870515768788,4.49706176868688e-05,1.04615870299027e-06,3.28335540517834e-06,0.0012397788432011,3.82770659896596e-06,0.998354976484742,3.88925984829381e-05
"20x15",0.00254576458413166,0.0077579657393152,0.00093639110909388,0.000241673592227408,0.000512427474187135,0.0112577104058653,0.000671968153401767,0.973786674640986,0.00228942430079153
"10x15",0.00694850270161596,0.0449559517465989,0.00967102884900113,0.000604004073971731,0.000920925819976294,0.0557580785811883,0.000948832722297383,0.872163193912058,0.00802948159329227
"25x15",0.000529638093666207,0.0046035342545413,0.000876141048320916,3.41709039473922e-05,4.78984437931957e-05,0.00367267406433385,1.51177518281707e-05,0.989866468215693,0.000354357223875826
"15x15",0.00235842353993949,0.00762925602631549,0.00189450127254869,5.73118354872748e-05,0.0001408239634731,0.00507042421969643,0.000557410599318722,0.953512050632009,0.0287797979112114
"11x15",0.00142699154362968,0.00457058749152541,0.00124138102348098,0.000147121518496114,0.000535400993961357,0.0114680764592115,0.000294052248216452,0.977118789957632,0.00319759876384633
"16x15",0.00208367406218254,0.00627260666094437,0.00073516452312934,0.00011354744355075,0.000330825410928063,0.00686998914058855,0.000166922300278213,0.958363505231205,0.0250637652271936
"18x15",0.00380966609601152,0.014228618375227,0.00465954793629693,0.000451330528011102,0.00117275986367785,0.0201471595177973,0.000644213106862852,0.942090771289803,0.0127959332863122
"23x15",9.97150646966417e-06,8.90481259365293e-05,6.11109779325866e-06,1.46678944382545e-06,4.579788198976e-06,0.000265149698922698,8.18552211978668e-07,0.99961860653293,4.24790809334554e-06
"13x15",0.000676650925283226,0.00235754822322826,0.000868186993204427,7.33826426429997e-05,0.00022423603736889,0.00803090936299851,0.000162403024428832,0.986067778505517,0.00153890428532833
"24x15",1.43823808966964e-05,0.000130209934005967,1.38363818116369e-05,4.55479336612806e-06,4.65046261174288e-06,0.000112037963048911,2.36779296171401e-06,0.999714243925651,3.71636564616339e-06
"5x15",0.00603068646975344,0.0141549326291169,0.00349320738439435,0.000107399317642407,0.000958986420994563,0.0135361891689343,0.00383141302557384,0.771765180238421,0.186122005345169
"6x15",0.00942385919414132,0.0266702091305847,0.00499561943701897,0.000512979538432411,0.00143174941647054,0.030838268415774,0.00135791150207512,0.89702431373844,0.0277450896270635
"14x15",0.00453441899479162,0.0132700345340199,0.00499899355590641,0.00100722213809892,0.00190541207824441,0.018287640213823,0.00115454941139873,0.908075702502068,0.0467660265716487
"8x15",0.00448512078958943,0.00685419944742522,0.00358521207102045,0.000277143944726578,0.00037380254334144,0.00811142208721092,0.0014450704967462,0.912544202621507,0.0623238259984329
"7x15",0.0122130831017978,0.0163496652319159,0.004814204331969,0.00116835464040027,0.00391133343360289,0.0526836713003554,0.00146657990653724,0.892377695912131,0.0150154121412902
"17x15",0.0035566138085605,0.0095806720359192,0.00307449693111659,0.000384439376191019,0.000902035020180532,0.0148817487814255,0.000606633152259391,0.950358566927807,0.0166547939665402
"2x15",0.0262706568096988,0.0667124552062177,0.0328704563476507,0.001533618644228,0.00718446133847317,0.03429241918928,0.00637451767890706,0.812972626293772,0.0117887884917722
"4x15",0.0123385306136507,0.021874474638969,0.00552709746476627,0.000627530458859395,0.00278251512258203,0.0431494435312251,0.0043873220149589,0.788791878742832,0.120521207412156
"3x15",0.00837875327117055,0.0388328565987084,0.0161153554847528,0.00535592789840043,0.0115083078123217,0.0517883049627253,0.00410351969886956,0.83100148517119,0.0329154891018609
"9x15",0.00277366497704273,0.00526686701097645,0.00125658556786003,0.000271298405662737,0.000850640006212054,0.00787098958008433,0.000425981211069426,0.978249382919821,0.00303459032127129
"10x16",0.000624474829791511,0.00428574056404825,0.00116404443192881,9.13954816470218e-05,0.000351864812352286,0.00704542725662078,0.000185248025348406,0.984198032983367,0.00205377161489602
"27x16",0.000112282883501829,0.00155518287877012,8.96855104952394e-05,1.93093439185018e-05,1.99552743580002e-05,0.000447636762369685,4.58710402105692e-06,0.997677348487296,7.40117552695883e-05
"18x16",0.0031304013105415,0.00886156428316629,0.00355998299867315,0.000272501198794344,0.00148899763369882,0.0248674293978492,0.00039173644379238,0.944956252833208,0.0124711339002758
"19x16",0.00306990993790554,0.0081288347932053,0.000838945961973182,0.000150507240067278,0.00039080540549541,0.0186926528135196,0.000227609050402935,0.966292345159314,0.00220838963811656
"9x16",0.000768532117923994,0.00172267178439956,0.000313300756359676,8.45187908554912e-05,0.000171515433097016,0.00594969953391199,0.000239054473325444,0.989916614073069,0.000834093037057755
"20x16",0.000222801232676213,0.000702010511014428,0.000159149496032689,8.57368647288917e-06,1.82095453537317e-05,0.00307671092615555,2.37687113554485e-05,0.995431050060575,0.000357725830364099
"21x16",0.000840096807064442,0.00365312596397083,0.00036170361510524,5.95534696664088e-05,0.000118054165713447,0.0207935689004656,0.000174632742600274,0.973076713433868,0.000922550901545186
"4x16",0.00767003803226137,0.037609161787862,0.00502078087820908,0.000545402429644772,0.00200269614499454,0.0659929599735223,0.00246253980571483,0.807860207884348,0.0708362130634428
"11x16",0.000425885853531494,0.00359922951754335,0.000697051474788319,0.00015299691621461,0.000372102126608146,0.0044395423772561,0.000103695574853644,0.98957241880727,0.000637077351934468
"26x16",2.14342727295556e-05,0.000229430379939067,1.73235203632658e-05,2.16302035833693e-06,5.98206910596357e-06,0.000544082101943852,2.17479152114619e-06,0.999166705308449,1.0704535589931e-05
"16x16",0.00529244043331428,0.00415297005739121,0.00291346843185403,0.000568497458075701,0.00224184112235331,0.016371370410865,0.000297834654484128,0.957093243518333,0.0110683339133296
"22x16",0.000120370276726423,0.000333760719220224,0.000161775141433964,5.74202946775328e-06,3.04734593146077e-05,0.00184156406703664,8.54668493695123e-06,0.99742900307005,6.87645518132193e-05
