"","Endothelial","CAFs","PVL","Plasmablasts","T-cells","Myeloid","Cancer Epithelial","Normal Epithelial","B-cells","sid"
"27x13",0.00144584799371494,0.257718016840853,0.0154870062696114,0.0363643743307461,0.000343371040633227,0.0417196536318962,0.640883245921162,0.00561519500208905,0.000423288969294741,"BC23508_E2"
"8x13",0.00401675789360761,0.21724256563484,0.071887841743464,0.262895135801688,0.000848343288211407,0.0430516775638498,0.391951308313038,0.00749106307576166,0.000615306685539952,"BC23508_E2"
"20x13",0.00136634731141742,0.218142426471256,0.0440885737393955,0.362100591000663,8.61925179938508e-05,0.0388899328946889,0.334362767709706,0.000918792871628778,4.43754832506169e-05,"BC23508_E2"
"9x13",0.0192601462511803,0.265966211838717,0.0305682717547505,0.261406534780736,0.00749897041955463,0.0544166347314467,0.34484410451033,0.0058848623219734,0.0101542633913113,"BC23508_E2"
"21x13",0.00472195641442472,0.237094447707304,0.0478188455382382,0.324698125686657,0.000427621741716774,0.0359903263843909,0.346214968747527,0.00262177233886466,0.000411935440876558,"BC23508_E2"
"25x13",0.00124307204837451,0.186340229116387,0.0425680550702185,0.201509441753151,0.000483517272306342,0.0445766186230348,0.521415002833984,0.00167866262897353,0.000185400653570021,"BC23508_E2"
"29x13",0.000369308583467061,0.0277979605667613,0.000371672784409038,0.0484232996445994,6.34464953257499e-05,0.00672397817249653,0.916131342027055,0.000106950123193921,1.2041602691461e-05,"BC23508_E2"
"16x13",0.00429553867906135,0.164137749718129,0.0190520249641758,0.36549152651957,0.00279311513015719,0.0438275858602157,0.395736696042698,0.00246300767124416,0.00220275541474845,"BC23508_E2"
"10x13",0.00529616904661361,0.23230784261817,0.0354166875595843,0.288052086989258,0.00175450887901308,0.10890463324919,0.32408547740412,0.00351616571389822,0.000666428540151814,"BC23508_E2"
"26x13",0.000904969866123709,0.190956837044791,0.0596268991577909,0.209035939241785,0.00052093684148863,0.0594210581567441,0.477994085689365,0.00135692465141234,0.000182349350499244,"BC23508_E2"
"28x13",0.0010580484154913,0.0677485278881705,0.00105855291727187,0.0238739829198082,4.65474755601381e-05,0.0277145412432816,0.87787788731698,0.000610443787703968,1.14680357321645e-05,"BC23508_E2"
"7x13",0.00513530444692898,0.327427990908977,0.0135284266259542,0.12628208206226,0.000959563458971769,0.161077922318111,0.358500651578526,0.00628861633445263,0.000799442265818906,"BC23508_E2"
"17x13",0.000850078053114688,0.126155519511923,0.0205053315420019,0.361095920528179,3.73479946540431e-05,0.0425268044281446,0.448109108367925,0.000690326491408836,2.95630826479885e-05,"BC23508_E2"
"12x13",0.00406429236754337,0.253845609562373,0.0129126880337757,0.212904703457625,0.000599435922703807,0.106933171017304,0.405903511834118,0.00254860246168034,0.000287985342876605,"BC23508_E2"
"18x13",0.000243699092066614,0.127598702510017,0.127459979057875,0.352319050454438,4.7288964949791e-05,0.0493226677295926,0.34283541636811,0.000152064312970683,2.1131509980571e-05,"BC23508_E2"
"23x13",0.00292087883889231,0.177593243965744,0.0142874035888153,0.45985017694798,0.00027741142876151,0.0193039571073086,0.324980089724957,0.000673152517812901,0.000113685879727816,"BC23508_E2"
"24x13",0.00229117983243972,0.22090700601122,0.04915753731977,0.245861630179283,0.000396991442039031,0.0770486460456392,0.403197805476808,0.000805291197450677,0.000333912495350258,"BC23508_E2"
