"","X","Endothelial","CAFs","PVL","B.cells","T.cells","Myeloid","Normal.Epithelial","Plasmablasts","Cancer.Epithelial","sid","X1","invasive.cancer","stroma","lymphocyte","others"
"59","BC23377_D1_18x10",0.084030665444488,0.149616269872752,0.0737318926812401,0.165769185955308,0.106096341233469,0.0536832547267238,0.110610224926828,0.0159110854953591,0.240551079663832,"BC23377_D1","18x10",0.240551079663832,0.30737882799848,0.287776612684136,0.164293479653552
"60","BC23377_D1_30x10",0.0497055418780961,0.258428981272269,0.10126787814179,0.215061884997984,0.105685558790409,0.114368990197836,0.0302360737359253,0.0490603114092826,0.0761847795764083,"BC23377_D1","30x10",0.0761847795764083,0.409402401292155,0.369807755197676,0.144605063933761
"61","BC23377_D1_28x10",0.0265550645588003,0.194121272393104,0.0801936366696985,0.334765651711972,0.0898717718107036,0.0991849388423171,0.0186136006509204,0.026259190358164,0.13043487300432,"BC23377_D1","28x10",0.13043487300432,0.300869973621603,0.45089661388084,0.117798539493238
"62","BC23377_D1_29x10",0.0468979486393084,0.294395697227093,0.163161200402632,0.142533533764396,0.0380825264683196,0.182951766206407,0.0266672019684084,0.027640098748813,0.0776700265746223,"BC23377_D1","29x10",0.0776700265746223,0.504454846269033,0.208256158981529,0.209618968174815
"63","BC23377_D1_27x10",0.044586950321339,0.311339345400508,0.0522569320801723,0.288067243055451,0.064877440313045,0.0426598710561354,0.033340397437379,0.0118307677625352,0.151041052573435,"BC23377_D1","27x10",0.151041052573435,0.408183227802019,0.364775451131031,0.0760002684935144
"64","BC23377_D1_24x10",0.0338316801106047,0.107592097112848,0.167956975098579,0.398893182494287,0.0358654606902999,0.0552568986998326,0.0279202106425052,0.00918189904250021,0.163501596108544,"BC23377_D1","24x10",0.163501596108544,0.309380752322032,0.443940542227087,0.0831771093423378
"65","BC23377_D1_14x10",0.0774023494937814,0.0941325789330315,0.185726675170082,0.265540368731857,0.074070304637619,0.0862652431136259,0.0533671131477331,0.022988189772276,0.140507176999994,"BC23377_D1","14x10",0.140507176999994,0.357261603596895,0.362598863141752,0.139632356261359
"66","BC23377_D1_16x10",0.037585339589557,0.0880591067080965,0.095029200501577,0.434523084021936,0.110207802466297,0.00365817963317933,0.0984834100767419,0.00326881915105437,0.129185057851561,"BC23377_D1","16x10",0.129185057851561,0.22067364679923,0.547999705639287,0.102141589709921
"67","BC23377_D1_13x10",0.0770744970788894,0.169737392636445,0.103607504146999,0.303865150763777,0.0595131362968892,0.0478253541367803,0.0604305935641447,0.0162851864498654,0.16166118492621,"BC23377_D1","13x10",0.16166118492621,0.350419393862333,0.379663473510532,0.108255947700925
"68","BC23377_D1_23x10",0.0430565907707984,0.187850622284184,0.117843452963704,0.098752552041454,0.156438689165756,0.0451455434062782,0.0726213316366535,0.0100840383560109,0.268207179375161,"BC23377_D1","23x10",0.268207179375161,0.348750666018686,0.265275279563221,0.117766875042932
